Region,Year,ID,Category,Sub Category 1,Sub Category 2,MI (40),ID (42),DD (43),BI (47),Admin (44),Other,Total
Eastern Iowa MHDS,2021,4377,Other Informational Services,,MHDS Contract Provider Incentive Payment,,,,,,,
Eastern Iowa MHDS,2021,4399,Other Informational Services,,Consultation,,,,,,,
Eastern Iowa MHDS,2021,4429,Other Informational Services,,Planning and Management Consultants (Non-Client Related),3994.4,,,,,,3994.4
Eastern Iowa MHDS,2021,5373,Other Informational Services,,Public Education Services,1034724.74,,,,,,1034724.74
Eastern Iowa MHDS,2021,6399,Community Living Support Services,,Academic Services,,,,,,,
Eastern Iowa MHDS,2021,22XXX,Community Living Support Services,,Services management,164559.04,,,,,,164559.04
Eastern Iowa MHDS,2021,23XXX,Community Living Support Services,,Crisis Care Coordination,68895.35,,,,,,68895.35
Eastern Iowa MHDS,2021,31XXX,Community Living Support Services,,Transportation,,3424.32,3000,,,,6424.32
Eastern Iowa MHDS,2021,32321,Community Living Support Services,,Support Services - Chore Services,,,,,,,
Eastern Iowa MHDS,2021,32326,Community Living Support Services,,Support Services - Guardian/Conservator,1008.38,,,,,,1008.38
Eastern Iowa MHDS,2021,32327,Community Living Support Services,,Support Services - Representative Payee,17375.5,824.78,,,,,18200.28
Eastern Iowa MHDS,2021,32335,Community Living Support Services,,Consumer-Directed Attendant Care,,,,,,,
Eastern Iowa MHDS,2021,32399,Community Living Support Services,,Support Services - Other,,,,,,,
Eastern Iowa MHDS,2021,33330,Community Living Support Services,,Mobile Meals,,,,,,,
Eastern Iowa MHDS,2021,33340,Community Living Support Services,,Basic Needs - Rent Payments,,,,,,,
Eastern Iowa MHDS,2021,33345,Community Living Support Services,,Basic Needs - Ongoing Rent Subsidy,16576.15,,,,,,16576.15
Eastern Iowa MHDS,2021,33399,Community Living Support Services,,Basic Needs - Other,525,,,,,,525
Eastern Iowa MHDS,2021,41305,Community Living Support Services,,Physiological Treatment - Outpatient,65.54,,,,,,65.54
Eastern Iowa MHDS,2021,41306,Community Living Support Services,,Physiological Treatment - Prescription Medicine/Vaccines,1188.79,,,,,,1188.79
Eastern Iowa MHDS,2021,41307,Community Living Support Services,,Physiological Treatment - In-Home Nursing,,,,,,,
Eastern Iowa MHDS,2021,41308,Community Living Support Services,,Physiological Treatment - Health Supplies and Equipment,,,,,,,
Eastern Iowa MHDS,2021,41399,Community Living Support Services,,Physiological Treatment - Other,,,,,,,
Eastern Iowa MHDS,2021,42309,Community Living Support Services,,Psychotherapeutic Treatment - Partial Hospitalization,,,,,,,
Eastern Iowa MHDS,2021,42310,Community Living Support Services,,Psychotherapeutic Treatment - Transitional Living Program,,,,,,,
Eastern Iowa MHDS,2021,42363,Community Living Support Services,,Psychotherapeutic Treatment - Day Treatment Services,,,,,,,
Eastern Iowa MHDS,2021,42396,Community Living Support Services,,Psychotherapeutic Treatment - Community Support Programs,39077.7,,,,,,39077.7
Eastern Iowa MHDS,2021,42399,Community Living Support Services,,Psychotherapeutic Treatment - Other,,,,,,,
Eastern Iowa MHDS,2021,44304,Community Living Support Services,,Crisis Services - Emergency Care,,,,,,,
Eastern Iowa MHDS,2021,44399,Community Living Support Services,,Other Crisis Services,,,,,,,
Eastern Iowa MHDS,2021,46306,Community Living Support Services,,Prescription Medication (Psychiatric Medications in Jail),63143.15,,,,,,63143.15
Eastern Iowa MHDS,2021,50361,Community Living Support Services,,Vocational Skills Training,,,,,,,
Eastern Iowa MHDS,2021,50365,Community Living Support Services,,Supported Education,,,,,,,
Eastern Iowa MHDS,2021,50399,Community Living Support Services,,Voc/Day - Day Habilitation,,,,,,,
Eastern Iowa MHDS,2021,63310,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Assisted Living,,,,,,,
Eastern Iowa MHDS,2021,63329,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Supported Community Living,,,,,,,
Eastern Iowa MHDS,2021,63399,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Other,,,,,,,
Eastern Iowa MHDS,2021,63XXX,Community Living Support Services,,ICF 1-5 beds,,,,,,,
Eastern Iowa MHDS,2021,63XXX,Community Living Support Services,,RCF 1-5 beds,19742.95,,,,,,19742.95
Eastern Iowa MHDS,2021,50360,Congregate Services,,Voc/Day - Sheltered Workshop Services,,196.32,,,,,196.32
Eastern Iowa MHDS,2021,64310,Congregate Services,,Comm Based Settings (6+ Beds) - Assisted Living,,,,,,,
Eastern Iowa MHDS,2021,64329,Congregate Services,,Comm Based Settings (6+ Beds) - Supported Community Living,,,,,,,
Eastern Iowa MHDS,2021,64399,Congregate Services,,Comm Based Settings (6+ Beds) - Other,,,,,,,
Eastern Iowa MHDS,2021,64XXX,Congregate Services,,ICF-6 and over beds,,,,,,,
Eastern Iowa MHDS,2021,64XXX,Congregate Services,,RCF-6 and over beds,1058176.9,11265.95,,,,,1069442.85
Eastern Iowa MHDS,2021,11XXX,Administration,,Direct Administration,,,,,795566.65,,795566.65
Eastern Iowa MHDS,2021,12XXX,Administration,,Purchased Administration,,,,,610177.09,,610177.09
Eastern Iowa MHDS,2021,15481,Administration,,Distribution to other MHDS Regions: Payments to other government or organization,,,,,,,
Eastern Iowa MHDS,2021,13951,Uncategorized,,Distribution to MHDS Regional Fiscal Agent - Contributions to Other Governments and Organizations,,,,,4720000,,4720000
County Social Services,2021,42305,Core,Treatment,Psychotherapeutic Treatment - Outpatient,1148448.91,80,1365,,,,1149893.91
County Social Services,2021,42306,Core,Treatment,Psychotherapeutic Treatment - Medication Prescribing,106188.56,1010.34,813.63,,,,108012.53
County Social Services,2021,43301,Core,Treatment,Evaluation (Non Crisis) - Assessment and Evaluation,1105.74,8708.88,77,,,,9891.62
County Social Services,2021,71319,Core,Treatment,State MHI Inpatient - Per diem charges,560187.11,20591.25,,,,,580778.36
County Social Services,2021,73319,Core,Treatment,Other Priv./Public Hospitals - Inpatient per diem charges,12813.58,,,,,,12813.58
County Social Services,2021,32322,Core,Basic Crisis Response,Support Services - Personal Emergency Response System,404.4,,,,,,404.4
County Social Services,2021,44301,Core,Basic Crisis Response,Crisis Evaluation,418330.19,14087.63,2030,,,,434447.82
County Social Services,2021,44302,Core,Basic Crisis Response,23 Hour Observation and Holding,3792.89,,,,,,3792.89
County Social Services,2021,44305,Core,Basic Crisis Response,24 Hour Crisis Response,,,,,,,
County Social Services,2021,44307,Core,Basic Crisis Response,Mobile Response,708363.17,10804.27,,,,,719167.44
County Social Services,2021,44312,Core,Basic Crisis Response,Crisis Stabilization Community Based Services (CSCBS),4200,,,,,,4200
County Social Services,2021,44313,Core,Basic Crisis Response,Crisis Stabilization Residential Service (CSRS),392963.63,16568.74,6843.61,,,,416375.98
County Social Services,2021,44396,Core,Basic Crisis Response,Access Center start-up/sustainability/coordination,28641.4,,,,,,28641.4
County Social Services,2021,32320,Core,Support for Community Living,Support Services - Home Health Aides,1120,1320,,,,,2440
County Social Services,2021,32325,Core,Support for Community Living,Support Services - Respite Services,,,,180,,,180
County Social Services,2021,32328,Core,Support for Community Living,Support Services - Home/Vehicle Modification,,,,,,,
County Social Services,2021,32329,Core,Support for Community Living,Support Services - Supported Community Living,1061772.89,425618.22,82263.84,9305.84,,,1578960.79
County Social Services,2021,42329,Core,Support for Community Living,Psychotherapeutic Treatment - Intensive Residential Services,,,,,,,
County Social Services,2021,50362,Core,Support For Employment,Voc/Day - Prevocational Services,,,8683.67,,,,8683.67
County Social Services,2021,50364,Core,Support For Employment,Voc/Day - Job Development,,,,,,,
County Social Services,2021,50367,Core,Support For Employment,Day Habilitation,21697.91,120967.9,27044.5,11163.06,,,180873.37
County Social Services,2021,50368,Core,Support For Employment,Voc/Day - Individual Supported Employment,240020.17,45693.44,116519.54,723.16,,,402956.31
County Social Services,2021,50369,Core,Support For Employment,Voc/Day - Group Supported Employment,758.28,3342.68,14890.12,6171.32,,,25162.4
County Social Services,2021,45323,Core,Recovery Services,Peer Family Support - Family Support,,,,,,,
County Social Services,2021,45366,Core,Recovery Services,Peer Family Support - Peer Support Services,16144.25,,,,,,16144.25
County Social Services,2021,21375,Core,Service Coordination,Case Management - 100% County,,,,,,,
County Social Services,2021,24376,Core,Service Coordination,Health Homes Coordination - Coordination Services,2523.51,,,,,,2523.51
County Social Services,2021,63309,Core,Sub-Acute Services,Sub Acute Services (1-5 Beds),,,,,,,
County Social Services,2021,64309,Core,Sub-Acute Services,Sub Acute Services (6+ Beds),250000,36800,,,,,286800
County Social Services,2021,4422,Core,Core Evidence Based Treatment,Consultation - Educational and Training Services,25112.06,,,,,,25112.06
County Social Services,2021,32396,Core,Core Evidence Based Treatment,Supported Housing,,,,,,,
County Social Services,2021,42398,Core,Core Evidence Based Treatment,Assertive Community Treatment (ACT),88671.33,,,,,,88671.33
County Social Services,2021,45373,Core,Core Evidence Based Treatment,Peer Family Support - Family Psycho-Education,,,,,,,
County Social Services,2021,46319,Mandated,,Iowa Medical and Classification Center (Oakdale),,,,,,,
County Social Services,2021,72319,Mandated,,State Hospital Schools - Inpatient per diem charges,,,,,,,
County Social Services,2021,74XXX,Mandated,,CommitmentRelated (except 301),308650.51,5449.85,920.9,470.02,,,315491.28
County Social Services,2021,75XXX,Mandated,,Mental health advocate,404933.62,546.39,,,,,405480.01
County Social Services,2021,25XXX,Core Plus,Justice System Involved Services,Coordination services,101457.1,1465.96,820.99,,,,103744.05
County Social Services,2021,44346,Core Plus,Justice System Involved Services,Crisis Services - Telephone Crisis Service,,,,,,,
County Social Services,2021,44366,Core Plus,Justice System Involved Services,Warm-Line,,,,,,,
County Social Services,2021,46305,Core Plus,Justice System Involved Services,Mental Health Services in Jails,254943.07,1238.35,881.07,,,,257062.49
County Social Services,2021,46399,Core Plus,Justice System Involved Services,Justice System - Involved Services - Other,,,,,,,
County Social Services,2021,46422,Core Plus,Justice System Involved Services,Crisis Prevention Training,126165.05,,,,,,126165.05
County Social Services,2021,46425,Core Plus,Justice System Involved Services,Mental Health Court related expenses,,,,,,,
County Social Services,2021,74301,Core Plus,Justice System Involved Services,Commitment - Civil Prescreening,,,,,,,
County Social Services,2021,42366,Core Plus,Additional Core Evidence Based Treatment,Psychotherapeutic Treatment - Social Support Services,327154.51,10684.72,,,,,337839.23
County Social Services,2021,42397,Core Plus,Additional Core Evidence Based Treatment,Psychotherapeutic Treatment - Psychiatric Rehabilitation,,,,,,,
County Social Services,2021,3371,Core Plus,,Information and Referral Services,18528.6,,,,,,18528.6
County Social Services,2021,4372,Core Plus,,Planning and/or Consultation Services (Client Related),,,,,,,
County Social Services,2021,4377,Core Plus,,MHDS Contract Provider Incentive Payment,,,,,,,
County Social Services,2021,4399,Core Plus,,Consultation,,,,,,,
County Social Services,2021,4429,Core Plus,,Planning and Management Consultants (Non-Client Related),,,,,,,
County Social Services,2021,5373,Core Plus,,Public Education Services,2201345.29,,,,,,2201345.29
County Social Services,2021,6399,Community Living Support Services,,Academic Services,,,,,,,
County Social Services,2021,22XXX,Community Living Support Services,,Services management,1642248.42,91518.95,31609.7,7953.12,,,1773330.19
County Social Services,2021,23XXX,Community Living Support Services,,Crisis Care Coordination,50502.91,775.66,457.18,,,,51735.75
County Social Services,2021,31XXX,Community Living Support Services,,Transportation,77875.17,43821.51,6747.5,6021.79,,,134465.97
County Social Services,2021,32321,Community Living Support Services,,Support Services - Chore Services,,,,,,,
County Social Services,2021,32326,Community Living Support Services,,Support Services - Guardian/Conservator,68116.29,90730.77,3263.13,3600,,,165710.19
County Social Services,2021,32327,Community Living Support Services,,Support Services - Representative Payee,34288.12,3383.82,451.26,,,,38123.2
County Social Services,2021,32335,Community Living Support Services,,Consumer-Directed Attendant Care,334.75,,,17406.3,,,17741.05
County Social Services,2021,32399,Community Living Support Services,,Support Services - Other,,,,,,,
County Social Services,2021,33330,Community Living Support Services,,Mobile Meals,,,,,,,
County Social Services,2021,33340,Community Living Support Services,,Basic Needs - Rent Payments,45890,,,,,,45890
County Social Services,2021,33345,Community Living Support Services,,Basic Needs - Ongoing Rent Subsidy,113715.06,,,,,,113715.06
County Social Services,2021,33399,Community Living Support Services,,Basic Needs - Other,396124.62,569.88,,,,,396694.5
County Social Services,2021,41305,Community Living Support Services,,Physiological Treatment - Outpatient,2453.25,,,,,,2453.25
County Social Services,2021,41306,Community Living Support Services,,Physiological Treatment - Prescription Medicine/Vaccines,4209.51,,,,,,4209.51
County Social Services,2021,41307,Community Living Support Services,,Physiological Treatment - In-Home Nursing,11450,,,,,,11450
County Social Services,2021,41308,Community Living Support Services,,Physiological Treatment - Health Supplies and Equipment,,,,,,,
County Social Services,2021,41399,Community Living Support Services,,Physiological Treatment - Other,,,,,,,
County Social Services,2021,42309,Community Living Support Services,,Psychotherapeutic Treatment - Partial Hospitalization,,,,,,,
County Social Services,2021,42310,Community Living Support Services,,Psychotherapeutic Treatment - Transitional Living Program,,,,,,,
County Social Services,2021,42363,Community Living Support Services,,Psychotherapeutic Treatment - Day Treatment Services,,,,,,,
County Social Services,2021,42396,Community Living Support Services,,Psychotherapeutic Treatment - Community Support Programs,32130.4,,,,,,32130.4
County Social Services,2021,42399,Community Living Support Services,,Psychotherapeutic Treatment - Other,8830,655200,38400,,,,702430
County Social Services,2021,44304,Community Living Support Services,,Crisis Services - Emergency Care,,,,,,,
County Social Services,2021,44399,Community Living Support Services,,Other Crisis Services,19930,,,,,,19930
County Social Services,2021,46306,Community Living Support Services,,Prescription Medication (Psychiatric Medications in Jail),36268.64,,,,,,36268.64
County Social Services,2021,50361,Community Living Support Services,,Vocational Skills Training,,,,,,,
County Social Services,2021,50365,Community Living Support Services,,Supported Education,,,,,,,
County Social Services,2021,50399,Community Living Support Services,,Voc/Day - Day Habilitation,,,,,,,
County Social Services,2021,63310,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Assisted Living,,,,,,,
County Social Services,2021,63329,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Supported Community Living,,,,,,,
County Social Services,2021,63399,Community Living Support Services,,Comm Based Settings (1-5 Bed) - Other,,,,119320.63,,,119320.63
County Social Services,2021,63XXX,Community Living Support Services,,ICF 1-5 beds,,,,,,,
County Social Services,2021,63XXX,Community Living Support Services,,RCF 1-5 beds,,,,,,,
County Social Services,2021,50360,Congregate Services,,Voc/Day - Sheltered Workshop Services,,,,,,,
County Social Services,2021,64310,Congregate Services,,Comm Based Settings (6+ Beds) - Assisted Living,,,,,,,
County Social Services,2021,64329,Congregate Services,,Comm Based Settings (6+ Beds) - Supported Community Living,448309.8,79059.4,18900,40267.5,,,586536.7
County Social Services,2021,64399,Congregate Services,,Comm Based Settings (6+ Beds) - Other,,,,,,,
County Social Services,2021,64XXX,Congregate Services,,ICF-6 and over beds,,,,,,,
County Social Services,2021,64XXX,Congregate Services,,RCF-6 and over beds,730574.67,52614.98,1573.5,21208.81,,,805971.96
County Social Services,2021,11XXX,Administration,,Direct Administration,,,,,1156133.33,,1156133.33
County Social Services,2021,12XXX,Administration,,Purchased Administration,,,,,194502.53,,194502.53
County Social Services,2021,15481,Administration,,Distribution to other MHDS Regions: Payments to other government or organization,,,,,,,
